alpha_0,sigma_0,rho_0,eta_0,mu_0,lambda_0,phi_L_0,phi_H_0,alpha,sigma,rho,eta,mu,lambda,phi_L,phi_H,fit_rr,fit_wbr,fit_lbr,fit_sp,obj_val,tol
0.22,0.5,-0.5,0.01,0.4,0.4,4.0,6.0,0.1853471062038582,0.5518176779842808,-0.8492111295558833,0.01,0.5255147516301597,0.02595766990927098,3.126861200552702,6.0,33.91695167776508,0.574679827595123,0.07378402517740221,6.482423388935887,30.63052232071995,0.1
0.22,0.5,0.5,0.01,0.4,0.4,4.0,6.0,0.17882864309880764,0.9998435142017202,0.7096800992954914,0.01,0.12424317066154054,0.9115463806569806,0.022005646629558617,6.0,18.709908609719243,29368.75339147231,0.10305019579305943,327154.55556916865,62.91780248322136,0.1
0.22,0.5,-0.5,0.04,0.4,0.4,4.0,6.0,0.1848878990835942,0.8098774924248919,-0.5635887737326751,0.04,0.44522604098791985,0.09630212351500957,3.1384933647532893,6.0,31.870719995751436,1.1294832064138762,0.07371687050229324,11.530919027832653,22.500240333342475,0.1
0.22,0.5,0.5,0.04,0.4,0.4,4.0,6.0,0.18246996609194358,0.5378397211169037,0.4090970416278404,0.04,0.22377193179250016,0.9001359815825789,2.8381636428460095,6.0,23.526794739290946,0.38770879627798666,0.055950477546750914,5.683697083213442,25.67799167762499,0.1
0.22,0.5,-0.5,0.08,0.4,0.4,4.0,6.0,0.18758038228397902,0.8640585799294916,-0.5288745808285281,0.08,0.4362839516250648,0.11145915799091578,3.1435721772121346,6.0,30.670489535996662,1.1268316581202826,0.07358986718602757,11.26462169510928,20.9096634572653,0.1
0.22,0.5,0.5,0.08,0.4,0.4,4.0,6.0,0.18428322272362557,0.6429129322506523,0.5027252854573379,0.08,0.20050058021236228,0.9378544612719799,2.9234281486988687,6.0,21.027820837935472,0.15647691225573862,0.05608488802187611,1.476734366785351,21.05955774189019,0.1
0.22,0.5,-0.5,0.1,0.4,0.4,4.0,6.0,0.187528067902959,0.9093203532148993,-0.527374990892751,0.1,0.36344233158097783,0.11374790700269927,3.5249613262566015,6.0,29.136804361190926,0.915540634785851,0.0672408145036829,9.007878025218572,20.636897616803854,0.1
0.22,0.5,0.5,0.1,0.4,0.4,4.0,6.0,0.18464414977939095,0.8359122823925491,0.3549748114684497,0.1,0.24882675024213396,0.8814533192168376,2.3140355409283027,6.0,21.180286213898064,0.08778019172767672,0.06179766084961364,0.9396629240985114,21.609668222884125,0.1
0.22,0.5,-0.5,0.3,0.4,0.4,4.0,6.0,0.1896690481898246,0.7451786338475836,-0.7100527610218702,0.3,0.44994286855203525,0.051603065715296145,3.6745584954580224,6.0,28.450821406309526,0.5061567872669839,0.05815738058716074,5.544546962609326,20.219917807626075,0.1
0.22,0.5,0.5,0.3,0.4,0.4,4.0,6.0,0.1883419341432903,0.6501239469131416,0.2383062197012163,0.3,0.32221707263919513,0.8138730973315785,2.435191741230497,6.0,22.746830827240213,0.21796835638173678,0.04718510006548405,2.093972577578359,20.466751483478482,0.1
0.22,0.5,-0.5,0.01,0.4,0.4,7.0,6.0,0.18315568524104237,0.6928871725621928,-0.8274595028660692,0.01,0.579366024180872,0.030029951755533725,2.815043487516187,6.0,33.764006477347635,0.8424962535364079,0.07281300217402024,8.94272898250101,30.798789883124023,0.1
