YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.6231692266515992,231.04168128552385,30.312275087627512,6.415258333383091,1.0,0.0285714285714286,0.1295336787564767,23.803785260104426,13.715301357555594,12.581231031014669,19.572131851172337,1.5556611116133248,0.5761815277565407
1988,0.6456990943090164,235.4548997678478,31.389932886632618,6.665990129652751,0.9500747816442774,0.0315315315315315,0.1343283582089551,24.741136597278008,14.319304057506052,12.581464298179212,18.50810867548778,1.471061574141753,0.5787650054477063
1989,0.6737718740292591,234.4083742316284,32.91244478500564,6.87591983017996,0.9038180442807321,0.0294117647058823,0.1359223300970874,24.831147839195744,15.166072381854814,14.021063225304452,20.55989795664716,1.466357980580372,0.6107680756471235
1990,0.6762186994867141,246.3288911239628,33.57944298505944,7.191659291503349,0.8561909623063513,0.0322580645161291,0.1342592592592592,25.930568905860458,14.787821120254096,13.735257148701136,20.217835930620847,1.4719663208149496,0.570285255751252
1991,0.6108070429080394,234.94527211918512,34.65012920969406,7.4218237586842495,0.8190151382042606,0.031496062992126,0.1363636363636363,26.031115651191968,13.796341582278636,13.96538188732288,22.356336074653612,1.6008395799722204,0.5299942486962482
1992,0.6895223305609891,229.75905584375047,36.298964459497405,7.763427843658489,0.7703925033557711,0.0296296296296296,0.1333333333333333,25.965152106958843,13.822215433757982,15.750576196162047,23.113085545311414,1.4674438101473006,0.5323371639349471
1993,0.6734277708592777,211.1930654973647,36.88691777629919,7.98645608670968,0.7267644146752844,0.0318021201413427,0.13215859030837,26.270332939204092,14.55456826238742,15.644594971954502,23.1745674882461,1.4813146348493078,0.5540305977876342
1994,0.7633190562067929,189.90375730349857,37.62469644418803,8.27065822373988,0.6952151400738843,0.0301003344481605,0.1298701298701299,24.401106706740066,16.556751486361723,15.74119113798097,24.6993511470559,1.5690903522199364,0.6785246130573422
1995,0.799611904167227,178.82483987747148,37.93074309419089,8.700378849856552,0.6535027182946822,0.0325732899022801,0.1302521008403362,25.397478306082682,16.58235362036873,16.488392110618346,25.636004332481896,1.554791040902805,0.6529133885074435
1996,0.6913700072382707,187.08654095962152,38.37879856050575,9.532639115457451,0.6064656149242227,0.0314465408805031,0.1290322580645161,25.77061167618341,16.924033748490984,17.68544363943195,27.000370282803463,1.5267001966862004,0.6567183565973244
1997,0.7485089304274133,209.14846427851333,40.076090944324136,10.998082914827691,0.5662120458808116,0.0293255131964809,0.1273408239700374,25.543194315693743,18.312903433942232,17.073157632240218,27.701523785772725,1.6225190666231744,0.7169386572254506
1998,0.7524577653413937,244.58740961293068,41.11798590860269,12.789643655335281,0.5180442033154055,0.0303867403314918,0.1284722222222222,25.880303724738898,20.41046514673819,18.727585152701984,30.395987913847904,1.623059655903496,0.78864859407457
1999,0.695489638358391,236.3935457655556,42.316785573668604,14.076783346286359,0.47066116806736263,0.031413612565445,0.1295681063122923,26.22690691571096,19.058307784100524,18.912899789387662,30.62454908052592,1.6192413337752602,0.7266700509271201
2000,0.715115543115937,207.45183988926058,42.569259789814616,14.591194928642102,0.4317115486378693,0.030379746835443,0.1291390728476821,26.43687114484685,17.814135381734054,19.31119240838136,32.80882291970022,1.6989537583117176,0.6738367518656396
2001,0.6762122848332661,227.283096437793,42.205571551118396,14.748154059377441,0.3940239666395768,0.0320987654320986,0.1292517006802721,25.992181163613765,18.44162031693731,20.303848068926023,32.675131046419416,1.6093073064522676,0.7095064550701724
2002,0.7005770522362488,216.92338072669827,41.73128765987596,15.463307663636431,0.36386810052785795,0.0317073170731706,0.1262798634812286,27.321814038552183,15.927504998823457,22.12727253717641,34.58899461477188,1.5631838292161095,0.582959278485283
2003,0.7080404641803798,208.26081167770124,41.25212804989302,15.86388626753723,0.3321637621864851,0.0317848410757946,0.1280276816608996,22.040285447165566,21.01739520031224,22.292345541342133,36.49799699217134,1.6372434620881056,0.9535899728111336
2004,0.7437834559502149,208.48686304324764,40.84724509096374,16.21622676069979,0.3118898269439929,0.0298165137614678,0.1232876712328767,24.301041669138723,18.928560356287132,21.4243065787452,34.492101457587786,1.6099518241494448,0.778919711097224
2005,0.6421238030476998,235.4735482691231,41.227942627903005,17.21341735054126,0.2920120745007541,0.0298507462686566,0.1233333333333333,23.452155607426572,18.449994072706975,22.075518646369662,36.84178771698914,1.6688979456003767,0.7867078140511923
2006,0.6482737841684761,237.26787951353091,41.190491832721094,18.73038343516856,0.27154907496304725,0.0304878048780488,0.1206349206349206,23.80437454721605,20.47797200868425,21.6934579078348,44.0447158853108,2.030322508861237,0.8602608721378556
2007,0.579910554092019,284.56141108400436,41.31160935031177,21.58350475564416,0.2547452457378451,0.0311284046692607,0.1205882352941176,23.21250294909321,21.07868480487559,22.870109132906546,43.16435242883333,1.8873697619014207,0.9080746204363548
2008,0.5999040055851296,285.1752221386738,41.91674554575148,24.747600141891063,0.23574145354812562,0.0289330922242314,0.1203208556149733,20.354622839876228,23.82849083856076,23.186699497968057,45.37130254370879,1.9567814102945036,1.1706672742606148
2009,0.5737132243305187,260.9926017911453,42.13281613814248,25.89302438419814,0.22838324480601288,0.0325047801147228,0.126005361930295,21.867161226281855,20.016659965523477,27.253386688413656,39.57458380916949,1.452097835091959,0.915375331913944
2010,0.5543061547251364,258.9442815249267,42.8294739040398,27.31902124704584,0.20973249811306424,0.0303605313092979,0.1240105540897098,23.00654956046653,18.27637134289301,26.05031615943569,40.4267561629996,1.5518719970834831,0.7943986252635787
2011,0.546828934644685,263.63321482054994,43.01915463649259,30.095442301186512,0.19869040305986455,0.03125,0.1221945137157106,21.23794571008094,17.839130305945368,25.186966358833597,44.84048308034329,1.7803050371970184,0.8399649641009173
2012,0.5687943262411348,290.6719067190672,42.98463181760731,32.16966555491065,0.18864892110924922,0.031021897810219,0.1237864077669903,20.233758583310255,21.316590936168964,23.17065995119911,42.66288063970458,1.8412458138680128,1.05351612496513
2013,0.5566882800494735,300.9277823642725,43.17008142116457,34.770475764483784,0.17942470361884144,0.0299823633156967,0.1247058823529411,19.07014101745829,20.69964091115572,24.71066351207718,48.8500599069568,1.97688175726571,1.0854477107539824
2014,0.5495188409125159,313.6952599639167,43.26820834194338,37.96359695863996,0.16940040437319334,0.03125,0.1241534988713318,21.9576832923412,17.248334626186892,24.41275166928544,47.165049860683325,1.9319841736654115,0.7855261594105915
2015,0.523679606378914,317.1668736268985,43.56072067320181,41.69203539242328,0.1606264510913028,0.0307692307692307,0.1241830065359478,19.947276657140662,22.168286489349413,26.883936468110065,41.438287441684494,1.5413772269116508,1.1113440130391774
2016,0.5226072429402888,292.62036940711386,43.92956615433039,45.664037923243725,0.15057231044144603,0.0306122448979591,0.1234309623430962,18.97671945336486,22.147864942366148,26.275314784453837,44.07405724123709,1.6773940713096287,1.1671071491990146
2017,0.5227834687389615,307.9551149969371,44.51928281466637,53.19879024301639,0.1425409382901312,0.0309446254071661,0.1214421252371916,20.35570968052779,20.395397167418345,26.178698030548727,47.392322148992974,1.8103391579554269,1.00194969802151
2018,0.5331699665497062,303.5416119002511,45.14791356809703,59.33956471905848,0.13499655825412618,0.0306748466257669,0.1210526315789473,20.07734702300898,20.425093368543287,27.23361744188276,54.415426375780285,1.998097626652214,1.0173203334651626
