YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.6231692266515992,231.04168128552385,30.312275087627512,6.415258333383091,1.0,0.0285714285714286,0.1295336787564767,0.0,0.0,0.0,0.0,1.5556611116133248,0.5761815277565407
1988,0.6456990943090164,235.4548997678478,31.389932886632618,6.665990129652751,0.9500747816442774,0.0315315315315315,0.1343283582089551,24.956019136124894,13.714943422971459,12.806439543901483,18.87558480259576,1.471061574141753,0.5787650054477063
1989,0.6737718740292591,234.4083742316284,32.91244478500564,6.87591983017996,0.9038180442807321,0.0294117647058823,0.1359223300970874,25.142795578488876,14.374569874585012,13.704307477864312,19.82780555278792,1.466357980580372,0.6107680756471235
1990,0.6762186994867141,246.3288911239628,33.57944298505944,7.191659291503349,0.8561909623063513,0.0322580645161291,0.1342592592592592,25.487140661354054,14.442687718536618,13.763392976391492,20.872158338401665,1.4719663208149496,0.570285255751252
1991,0.6108070429080394,234.94527211918512,34.65012920969406,7.4218237586842495,0.8190151382042606,0.031496062992126,0.1363636363636363,25.441165931012044,15.062390140691704,14.711715748403813,22.025502863005364,1.6008395799722204,0.5299942486962482
1992,0.6895223305609891,229.75905584375047,36.298964459497405,7.763427843658489,0.7703925033557711,0.0296296296296296,0.1333333333333333,25.55950209733543,15.644412685233634,15.2945688652251,22.38389068728863,1.4674438101473006,0.5323371639349471
1993,0.6734277708592777,211.1930654973647,36.88691777629919,7.98645608670968,0.7267644146752844,0.0318021201413427,0.13215859030837,25.95561611984738,15.508915404330082,15.408717327351813,23.312410002152756,1.4813146348493078,0.5540305977876342
1994,0.7633190562067929,189.90375730349857,37.62469644418803,8.27065822373988,0.6952151400738843,0.0301003344481605,0.1298701298701299,25.840418667034356,16.049677874252026,16.08551897218744,24.553819938874284,1.5690903522199364,0.6785246130573422
1995,0.799611904167227,178.82483987747148,37.93074309419089,8.700378849856552,0.6535027182946822,0.0325732899022801,0.1302521008403362,25.7047282950343,16.151662028097117,16.153239241769846,25.333918055122155,1.554791040902805,0.6529133885074435
1996,0.6913700072382707,187.08654095962152,38.37879856050575,9.532639115457451,0.6064656149242227,0.0314465408805031,0.1290322580645161,25.492739712492355,16.884556098147996,16.75173906264925,27.1535319188677,1.5267001966862004,0.6567183565973244
1997,0.7485089304274133,209.14846427851333,40.076090944324136,10.998082914827691,0.5662120458808116,0.0293255131964809,0.1273408239700374,25.51128914723317,18.29449875673805,17.93692114801736,29.07709424391725,1.6225190666231744,0.7169386572254506
1998,0.7524577653413937,244.58740961293068,41.11798590860269,12.789643655335281,0.5180442033154055,0.0303867403314918,0.1284722222222222,26.044120159238314,18.391254228109183,18.080368641789153,30.12872539567616,1.623059655903496,0.78864859407457
1999,0.695489638358391,236.3935457655556,42.316785573668604,14.076783346286359,0.47066116806736263,0.031413612565445,0.1295681063122923,26.244239093767614,18.54272577394687,19.32991097862176,30.989475212407726,1.6192413337752602,0.7266700509271201
2000,0.715115543115937,207.45183988926058,42.569259789814616,14.591194928642102,0.4317115486378693,0.030379746835443,0.1291390728476821,26.38831209166401,18.046754440586923,20.03073326493898,31.67683833979571,1.6989537583117176,0.6738367518656396
2001,0.6762122848332661,227.283096437793,42.205571551118396,14.748154059377441,0.3940239666395768,0.0320987654320986,0.1292517006802721,25.992896037089523,17.94512554991704,20.556672809105255,32.84049694742363,1.6093073064522676,0.7095064550701724
2002,0.7005770522362488,216.92338072669827,41.73128765987596,15.463307663636431,0.36386810052785795,0.0317073170731706,0.1262798634812286,25.39159267649794,18.68457042945935,20.975392704702365,35.21165938146462,1.5631838292161095,0.582959278485283
2003,0.7080404641803798,208.26081167770124,41.25212804989302,15.86388626753723,0.3321637621864851,0.0317848410757946,0.1280276816608996,24.60819918558564,18.792876422444323,21.750696950894426,36.35500560006706,1.6372434620881056,0.9535899728111336
2004,0.7437834559502149,208.48686304324764,40.84724509096374,16.21622676069979,0.3118898269439929,0.0298165137614678,0.1232876712328767,23.848985858006966,19.140296938484525,22.426548735361106,37.78255204931887,1.6099518241494448,0.778919711097224
2005,0.6421238030476998,235.4735482691231,41.227942627903005,17.21341735054126,0.2920120745007541,0.0298507462686566,0.1233333333333333,23.17416230189959,20.002204770694057,22.837630545640245,39.00315109664823,1.6688979456003767,0.7867078140511923
2006,0.6482737841684761,237.26787951353091,41.190491832721094,18.73038343516856,0.27154907496304725,0.0304878048780488,0.1206349206349206,22.879088233606158,20.134145190412262,22.711008704603802,40.03579953191208,2.030322508861237,0.8602608721378556
2007,0.579910554092019,284.56141108400436,41.31160935031177,21.58350475564416,0.2547452457378451,0.0311284046692607,0.1205882352941176,22.5538741298549,21.04393019832929,22.736658938629667,42.29331739558286,1.8873697619014207,0.9080746204363548
2008,0.5999040055851296,285.1752221386738,41.91674554575148,24.747600141891063,0.23574145354812562,0.0289330922242314,0.1203208556149733,22.265803904651168,21.324263639813335,23.478010392029375,43.24837237111352,1.9567814102945036,1.1706672742606148
2009,0.5737132243305187,260.9926017911453,42.13281613814248,25.89302438419814,0.22838324480601288,0.0325047801147228,0.126005361930295,21.90418633188534,19.785383983605193,24.769681636865197,41.67665656413877,1.452097835091959,0.915375331913944
2010,0.5543061547251364,258.9442815249267,42.8294739040398,27.31902124704584,0.20973249811306424,0.0303605313092979,0.1240105540897098,21.457642279645192,19.94918311141269,24.903914731740112,41.5521390096473,1.5518719970834831,0.7943986252635787
2011,0.546828934644685,263.63321482054994,43.01915463649259,30.095442301186512,0.19869040305986455,0.03125,0.1221945137157106,21.462624401778122,20.46317941574137,24.396279092091916,43.343395054655495,1.7803050371970184,0.8399649641009173
2012,0.5687943262411348,290.6719067190672,42.98463181760731,32.16966555491065,0.18864892110924922,0.031021897810219,0.1237864077669903,20.987799420128912,19.71704366689477,25.053049239719446,43.01967612710733,1.8412458138680128,1.05351612496513
2013,0.5566882800494735,300.9277823642725,43.17008142116457,34.770475764483784,0.17942470361884144,0.0299823633156967,0.1247058823529411,20.525349928216784,19.949145027201475,25.293818098259802,43.88061046155323,1.97688175726571,1.0854477107539824
2014,0.5495188409125159,313.6952599639167,43.26820834194338,37.96359695863996,0.16940040437319334,0.03125,0.1241534988713318,20.207193143450954,20.020774267122096,25.413996480504206,44.840948557468465,1.9319841736654115,0.7855261594105915
2015,0.523679606378914,317.1668736268985,43.56072067320181,41.69203539242328,0.1606264510913028,0.0307692307692307,0.1241830065359478,19.902661009891442,20.175444936868693,25.84901806610769,45.89381857794366,1.5413772269116508,1.1113440130391774
2016,0.5226072429402888,292.62036940711386,43.92956615433039,45.664037923243725,0.15057231044144603,0.0306122448979591,0.1234309623430962,19.686672788114343,20.030435293573273,26.387839230746927,46.56112257808451,1.6773940713096287,1.1671071491990146
2017,0.5227834687389615,307.9551149969371,44.51928281466637,53.19879024301639,0.1425409382901312,0.0309446254071661,0.1214421252371916,20.005093000658785,21.954842764729023,25.732329159310083,51.03948431739043,1.8103391579554269,1.00194969802151
2018,0.5331699665497062,303.5416119002511,45.14791356809703,59.33956471905848,0.13499655825412618,0.0306748466257669,0.1210526315789473,20.013285974160457,20.5669720395846,27.637949808452248,50.52376951408658,1.998097626652214,1.0173203334651626
